Gene	FC	Length
Sema4g	-1.4555136	14296
Gtf2ird1	-1.455571	99042
Pcnxl2	-1.4556463	146784
Ddx23	-1.4559726	17755
Tsg101	-1.4561844	31020
2310022B05Rik	-1.4563141	27603
Pacrg	-1.4564255	437299
Olfm2	-1.4564757	60529
Cks1b	-1.4566073	2911
Lipa	-1.4566231	35156
Psme1	-1.4568301	3406
Hepacam	-1.4570228	19204
Tada3	-1.457049	11858
Scfd2	-1.4570985	326931
Cpsf7	-1.4571085	22491
Ptgs2	-1.4571898	7886
Cdkl2	-1.4575298	36968
Uqcc	-1.4576198	83416
Ppp2r2c	-1.4576293	86565
Kif22	-1.457768	14688
Sike1	-1.4577997	8186
Sepsecs	-1.4579524	29642
1700086O06Rik	-1.4580739	12160
Phyhip	-1.4581871	11356
Arhgef1	-1.4588662	23680
Mest	-1.4589778	24910
B3gat1	-1.4591647	29373
Uqcrfs1	-1.459641	5054
Abi2	-1.4597394	71460
Pogk	-1.4598076	25241
Ptgr2	-1.4599527	30600
Rassf5	-1.4600475	68848
Pex12	-1.4602337	7944
Phf15	-1.4602487	44198
Pold4	-1.4603263	1732
Ube2q1	-1.4609004	10388
Tes	-1.4610212	40679
1810058I24Rik	-1.4610522	10842
Eif2a	-1.4611588	31680
Lats2	-1.4612358	116311
Lars	-1.4612468	59777
Pip4k2b	-1.4613479	29547
Haus4	-1.4616002	12576
Nup62	-1.4616292	14721
Ydjc	-1.4616464	16080
Sfxn1	-1.4617395	36501
A430108G06Rik	-1.4620594	2625
Ccnj	-1.4623929	17293
Hck	-1.4626157	42973
Rbm8a	-1.4627128	3851
Sugt1	-1.4627963	42064
Ankrd39	-1.4628543	9028
Loh12cr1	-1.4629968	71557
Cdkal1	-1.4630297	663928
Cyld	-1.4630582	54917
Ick	-1.4631568	62915
B3gat3	-1.4632819	6860
Tfam	-1.4634808	12816
Pak6	-1.4636111	34717
1700066M21Rik	-1.463835	7803
Zbtb34	-1.4639194	25216
Fbxl4	-1.4644626	76548
Safb	-1.4645592	21312
Pex11b	-1.4645952	17725
Cables1	-1.4646533	106407
Bad	-1.4646673	10037
Abcb8	-1.4653139	16391
N6amt1	-1.4657128	14557
Slc16a13	-1.465877	4205
Tmco6	-1.4660796	7323
Sulf1	-1.4663717	141826
Steap2	-1.4664067	29747
Hspa9	-1.4664115	16943
Sh3bp5	-1.4665326	76198
Anapc4	-1.4667902	33782
Erc2	-1.4668164	856107
Zfp37	-1.4669573	18906
Pla2g6	-1.4671772	42162
Apoo	-1.4672253	49976
Slc12a6	-1.4672648	140494
2510002D24Rik	-1.46748	3580
Mcm4	-1.4675736	13503
Rab28	-1.4676026	83179
Zfp91	-1.467663	32466
Mrps17	-1.4678037	3378
Sfrs18	-1.4680532	28892
Zranb3	-1.4680805	148863
Myof	-1.4681383	144541
Trib3	-1.4683036	6610
Grb10	-1.4683832	108175
Cr1l	-1.4685233	27781
Kcnn1	-1.4686964	14959
Slc25a24	-1.4688758	45308
1110059E24Rik	-1.4690038	55478
Nudt3	-1.4690527	44083
Med24	-1.4691126	24844
Acss1	-1.4692358	50395
Notch4	-1.4699281	24235
Mgat3	-1.4699788	41798
Klhdc10	-1.4701595	53311
Intu	-1.4702008	78488
Cybrd1	-1.4703233	25003
Paqr9	-1.4703407	2304
1110051M20Rik	-1.470408	169636
Cabp1	-1.4704509	25692
Cryz	-1.4704885	26471
Trip12	-1.4705358	118115
Ltk	-1.4707294	9111
Gltscr1	-1.4708995	28233
Bpgm	-1.4713374	29406
Kcnmb4	-1.4715385	56017
Sez6l	-1.4715501	158025
Popdc3	-1.4716443	140354
Wls	-1.4719044	96096
Msn	-1.4721329	72510
Ppp4r1	-1.4722703	59353
Exosc10	-1.4723912	23972
Pnp	-1.472418	9110
E130307A14Rik	-1.4725692	110595
Mcm5	-1.4728001	18911
Ptrh2	-1.4735881	8472
Dlg1	-1.4736938	209907
Zmiz1	-1.4738681	207558
Ncs1	-1.4739748	50166
Fam20b	-1.4740566	40456
Mpp1	-1.4742436	21283
Cnr1	-1.4743375	24238
Rrp1	-1.4746268	12681
Xrn1	-1.4749535	98267
Cidea	-1.4753611	24230
Wdr48	-1.4754581	31699
Rtn4rl1	-1.4754682	73986
Tlk2	-1.4758592	105152
Camk2n2	-1.47594	2072
Fam181b	-1.4762354	1836
Glo1	-1.4762584	19793
Ajap1	-1.4763596	109609
Cd99l2	-1.4765333	72789
Arf2	-1.4765522	18598
Pigx	-1.4766016	15320
Ipo13	-1.476602	20513
Rbfa	-1.4766247	8393
Lsmd1	-1.4766309	1193
Trio	-1.4766577	295196
Tpx2	-1.4774312	47357
Araf	-1.477484	62705
Furin	-1.4782008	16851
Uggt2	-1.4783255	114391
Fam189a2	-1.4783396	58268
1700049G17Rik	-1.4785287	22068
Zfml	-1.4785333	72516
Lipt1	-1.478775	5649
Ndufa9	-1.4790788	27281
Slco3a1	-1.4791976	279361
1110054M08Rik	-1.4792742	1976
Mpp3	-1.4793956	28809
Ephx1	-1.479405	44749
Rexo2	-1.4794122	12097
Urgcp	-1.4794171	48959
Tgif1	-1.4794376	9341
Insr	-1.4794774	128695
Eri2	-1.4795047	25379
S1pr5	-1.4796451	5531
Nat14	-1.4801478	2755
Rps6kc1	-1.4804935	211568
Sec24b	-1.4806924	78794
Rab31	-1.4807487	121026
Mapk6	-1.4807588	40943
Mrps14	-1.480985	6955
Cyb5d1	-1.4812468	3706
Slc39a9	-1.4814223	39126
Aph1b	-1.4816821	20288
Chst11	-1.4827005	210402
Helz	-1.4829506	145896
Arhgef12	-1.4830991	141876
Ralgps2	-1.4832592	135460
8430429K09Rik	-1.4832985	27466
Gemin8	-1.4837806	20058
Col11a1	-1.4838363	190178
Spint2	-1.4838508	25646
2410076I21Rik	-1.4839071	88703
Dynlt1f	-1.4839951	6996
Arrdc4	-1.4841919	12196
Rbm19	-1.4842966	81875
Ank2	-1.4846587	487424
Camk2b	-1.4850903	96718
1110004F10Rik	-1.485193	11909
Ppp2r3c	-1.4855298	22186
Nt5e	-1.4856989	44480
Sorcs3	-1.4857426	599480
Cdk5	-1.4857565	5280
Ankrd49	-1.4858072	2755
Nr2c2	-1.4859053	81667
Minos1	-1.4865235	29299
Ubxn8	-1.4870391	22390
Acat1	-1.4871572	29860
Rpa2	-1.4872175	10420
Zfp931	-1.487447	10781
2700062C07Rik	-1.4876281	6904
Gm561	-1.4876623	1312
Ocrl	-1.4876809	53481
Cwf19l2	-1.4876841	75151
Sh2d5	-1.487709	10929
1810041L15Rik	-1.4878958	67892
Ddx17	-1.4879078	19034
Gbp3	-1.4882051	13157
Rffl	-1.4884042	68761
Lrp1	-1.4884504	82987
Nadsyn1	-1.4884607	27265
Slc4a3	-1.4886423	15906
Neurod1	-1.4886643	4230
Phactr4	-1.4888026	66566
Top2b	-1.4890196	65608
Crim1	-1.4891094	176344
Fabp7	-1.48933	3569
Rad50	-1.4894938	57800
Tnfsf9	-1.4897946	2372
L3mbtl2	-1.4900178	24426
Mycn	-1.4902991	5818
Iigp1	-1.4903579	16598
Zfp54	-1.490457	12413
Gm10052	-1.4908111	962
Slco5a1	-1.4909525	124628
Pex5	-1.4909827	18251
Tyr	-1.491047	67033
Atxn7l1	-1.4912925	227966
Usp29	-1.4913937	2609
Nudt12	-1.4914188	13754
BC004004	-1.4914469	34093
Hmgn3	-1.491505	36737
Cdh20	-1.4915363	226952
Matk	-1.4918212	10430
Eif2d	-1.4918735	34477
Ankrd46	-1.4920166	19123
Eps15	-1.492133	107549
Tmem167b	-1.49239	6041
Chm	-1.4924335	144922
Resp18	-1.4925096	6216
Kcnq3	-1.4928815	291053
Cnot6	-1.4929782	41220
Vps52	-1.493483	11172
Spock3	-1.4939071	406094
Asphd1	-1.49394	4015
Fbxw7	-1.4939917	163930
Ndrg2	-1.4940878	8217
Mtmr4	-1.4940902	24140
Diap3	-1.4943796	485857
Frmd3	-1.4952585	188780
3110082I17Rik	-1.4954308	100763
Pum2	-1.4954405	78447
Mmgt1	-1.495546	12557
B4galnt1	-1.4956155	7138
Pias2	-1.4956439	90500
Nampt	-1.4960316	33034
Mtmr6	-1.4964525	37142
Ppfia2	-1.4964931	468181
Zfp146	-1.4967729	8453
Ipo8	-1.4968169	60784
Nynrin	-1.4969021	20699
Itm2b	-1.4971055	23040
Zfp804a	-1.4972506	206657
Akt2	-1.4972988	49274
Dock5	-1.4973384	181644
Nup155	-1.4974741	50544
Arfip1	-1.4975153	1391423
B4galt2	-1.4975169	14227
Dis3l2	-1.4975369	346293
Cplx2	-1.4975705	12565
Miat	-1.4978704	15720
Gorasp2	-1.4979085	51060
Med6	-1.4982221	21451
Schip1	-1.4982265	561540
Rqcd1	-1.498806	24786
Ltn1	-1.498907	55955
Lrrc40	-1.498956	31816
Vps13c	-1.4992846	155238
Chd6	-1.4992915	162097
Aprt	-1.4994442	2270
Fam49a	-1.4995595	114220
Itfg1	-1.4998919	123392
Rad51ap1	-1.4999473	16537
9930012K11Rik	-1.5000033	5097
B4galt7	-1.5001208	10547
Wif1	-1.5004052	66690
Zmat3	-1.5005375	30882
Larp7	-1.5006834	16394
Nisch	-1.5007069	46018
Nxph1	-1.5007125	300601
Sall1	-1.5009263	16914
4932441J04Rik	-1.5010154	147837
Arhgef4	-1.5011597	91385
Casp8	-1.5012151	52129
Gfm1	-1.5013514	46433
Rcc2	-1.5015891	22679
Ppfia3	-1.5016813	27893
Tmem186	-1.5021393	3828
Ncaph2	-1.5022223	17107
Kcnk6	-1.5022681	10594
Dbn1	-1.5028359	14683
Stat5b	-1.5028434	69993
Cops5	-1.503015	13525
Zmym2	-1.5034931	73692
Rfx4	-1.503799	150476
Pdpr	-1.5038757	42444
Dkc1	-1.5039039	13923
Ing4	-1.5042871	11739
Crtc3	-1.5047166	102250
Prr13	-1.5050198	3778
Slc6a7	-1.505092	18818
Pomgnt1	-1.5052094	36009
Rrs1	-1.5056423	2046
Nab1	-1.5057012	43385
Coq5	-1.5059925	17306
Snx16	-1.5062068	22305
Pign	-1.506215	137869
Amfr	-1.5062157	41075
Scd1	-1.5062749	13258
Galnt13	-1.5064576	681992
Trappc4	-1.5066266	3787
Adora1	-1.5068374	36208
Krt1	-1.5070423	5358
Nupl1	-1.5071329	45637
Uck2	-1.5071656	92
Plcd3	-1.5076727	31354
Epb4.1l2	-1.507817	163716
4932415G12Rik	-1.5078312	15120
Ndufa5	-1.5078734	9347
Prmt3	-1.508015	79919
Enho	-1.5081017	2180
Slc39a11	-1.5081857	405226
Hdac10	-1.5085663	5393
Cul3	-1.5085872	75557
Syt7	-1.5089064	64091
Vat1	-1.5089093	7485
Sash1	-1.5093896	163851
Irs1	-1.5094404	58315
AA414768	-1.5095594	1256
Spag6	-1.5097774	76440
Htr5a	-1.5097989	13139
Mapkap1	-1.5100719	218179
2310010J17Rik	-1.5101334	4616
Col5a2	-1.5108272	128961
Med21	-1.5110351	8055
Stx17	-1.5110707	61592
Fbxo45	-1.5112349	17046
Jmjd4	-1.511525	8522
Inpp5f	-1.5117923	85097
Hmx1	-1.5119537	10872
Frmpd1	-1.5119613	101061
Doc2b	-1.512191	27083
Necab1	-1.5123849	197549
Rnf26	-1.5125831	47190
Cdipt	-1.5125917	4150
Cops7a	-1.5129073	7125
Lrrc59	-1.5132502	15449
Pnma1	-1.513465	2358
Rab15	-1.5136951	24948
Timp4	-1.5137006	6233
Cd24a	-1.5139132	5093
Pde1b	-1.5140747	27018
Mrpl44	-1.5143694	5427
Msl3	-1.5147978	19781
2010204K13Rik	-1.5148	33326
Gad1	-1.5154445	48942
Gbp7	-1.5155234	19745
Tmem106b	-1.5155711	19510
Plce1	-1.5155727	260901
Rnf125	-1.516078	39223
Susd4	-1.5162433	132738
Pmvk	-1.5163158	9895
Cyth3	-1.5164967	87803
Mid2	-1.5166289	103116
Commd10	-1.5167133	275423
Tmco3	-1.5170178	34911
Cops6	-1.5171465	3575
Nfyc	-1.5175713	74134
Mtpn	-1.5177165	30982
2900076A07Rik	-1.5177491	2687
Ift122	-1.5179105	73229
Mcf2	-1.5182217	123135
Ggh	-1.5182424	25040
Ankmy2	-1.5183918	40167
Prps1	-1.5184454	19527
Cenpv	-1.5184708	14315
Rrp8	-1.5185628	5169
Gm10575	-1.5188891	6290
Neb	-1.518979	202151
Gpr150	-1.5190374	2129
Naa10	-1.5190668	5071
Snx15	-1.5190979	8905
Efna4	-1.5195291	4638
Gar1	-1.5201138	6484
Tm9sf2	-1.5202358	52566
Tpd52l2	-1.5203269	20824
Ufsp2	-1.520503	21430
Copa	-1.5205191	39801
Ubash3b	-1.5206053	150599
Smug1	-1.5207528	4645
Pfkm	-1.5209541	39858
Kcne1l	-1.5211477	1542
Cdc27	-1.5211859	47875
Mtpap	-1.5212492	21738
Cuedc1	-1.5217698	94994
Fam63a	-1.5218234	14821
C230021G24Rik	-1.5220349	3829
Thoc1	-1.5223355	37304
Robo2	-1.5229182	519519
Zfp946	-1.522937	32467
Ftsj1	-1.5233636	13738
Rnf121	-1.5238515	46332
Chml	-1.5240897	1865
Clstn2	-1.5242763	588786
Zwilch	-1.5244219	35960
Tyro3	-1.5244515	20371
Utp11l	-1.5245593	15440
C1qb	-1.5249053	6058
Rccd1	-1.5254117	7858
Eef1e1	-1.5255948	13330
Cpeb1	-1.5256385	108439
Rnf138	-1.5256803	26882
Slc35a1	-1.5259078	24181
Med19	-1.5260736	9813
Clec7a	-1.5262344	11179
Mcf2l	-1.5263698	147099
Dnmt3a	-1.5271462	108436
Synpo	-1.5273544	66169
Gdi2	-1.5276248	28186
Pink1	-1.527656	12898
Dctn6	-1.5278494	18376
Lig1	-1.5280094	34150
Phtf1	-1.528441	56488
Acaca	-1.5284778	271979
Nrcam	-1.5285932	273079
Lig3	-1.5288913	23166
Mrps21	-1.5289682	8885
Astn1	-1.5290015	329446
Plekha6	-1.529137	57338
Usp16	-1.5295204	28814
Caprin1	-1.529692	34708
Gm5101	-1.529844	9009
Chrna4	-1.5298759	25166
Plekha5	-1.5299246	172184
Ywhae	-1.5300767	32976
Tmem198b	-1.5303344	4334
Antxr2	-1.5308751	146274
Arhgap29	-1.5317359	63448
Sf3a2	-1.5317876	6726
Suclg2	-1.5321012	245786
Pdgfb	-1.5326762	18908
Arid2	-1.5327553	117945
Zdhhc12	-1.5328476	2704
Tbc1d19	-1.5331643	94753
Casp9	-1.5335251	22364
Cnot7	-1.5335279	23307
Zfp235	-1.5335743	8092
Limd1	-1.5338283	42847
Nbn	-1.533929	34664
Hnrpll	-1.5339634	32847
Rhobtb3	-1.5341511	74388
Med9	-1.5351814	13999
Ms4a6d	-1.5352147	18245
Nhlrc3	-1.5355382	14735
Stx12	-1.5356694	31008
Itpripl2	-1.5357143	1369
Nras	-1.5360737	9685
Nnt	-1.5364103	73549
Atp5g2	-1.5367475	8179
Ptp4a3	-1.5375111	35621
Ik	-1.5376102	12983
Syt11	-1.5376751	87597
Lrrfip2	-1.537842	107557
Rab4a	-1.5383756	29302
Crlf1	-1.5387232	10923
Cpne4	-1.5388317	487258
Dus3l	-1.5389754	5341
Fkbp1b	-1.5389863	8420
2010012O05Rik	-1.5391757	13476
Mrpl51	-1.5394968	3782
Ttc37	-1.5397929	91582
Mettl17	-1.5401573	8197
Igfbp4	-1.5402836	13148
Alyref	-1.5405296	6244
Pak1	-1.5408416	123840
Bbs2	-1.5412505	30857
Gm12429	-1.5412993	5817
Arf5	-1.5413153	3042
Pnma3	-1.5415325	3403
Ccl3	-1.5418792	1511
Mtmr2	-1.5418847	58071
Rims1	-1.5424579	635341
Rnf215	-1.5428182	5970
Plch2	-1.5432967	73669
Arl6ip5	-1.5433975	22626
Zwint	-1.5434098	20119
C2cd3	-1.5434517	97925
1110046J04Rik	-1.5436641	810
Ipo11	-1.5437051	142476
Snph	-1.5437858	42044
Hcn3	-1.5440909	14122
Atp9b	-1.5441378	198981
Rtn4rl2	-1.5441654	14786
Phc1	-1.5441762	22830
C1galt1c1	-1.5443641	4302
Mdk	-1.5446941	2492
Fam160b1	-1.545104	28585
Man2a2	-1.5452225	20772
Nin	-1.5452244	100490
Jdp2	-1.546079	40461
Dhx36	-1.5461652	36965
Snx27	-1.5462688	85172
Gaa	-1.5462948	17567
Phgdh	-1.546476	26820
Amhr2	-1.5466835	9263
Zfp563	-1.5468067	16893
Marcks	-1.5471188	5683
Map4k4	-1.5472026	125397
Magi1	-1.5473814	607867
Fam110b	-1.5474616	464133
Wdr37	-1.5477417	68941
Hirip3	-1.5481035	3405
Stradb	-1.548117	22193
Atp10a	-1.5489256	171224
Yipf4	-1.5491215	10763
Tmem135	-1.5492452	264499
Med30	-1.5492638	17986
Plin2	-1.5493001	21674
Flot2	-1.5493096	22503
Vash2	-1.5505275	31648
Cebpz	-1.5505886	18064
Fdft1	-1.5507208	32640
Ptprz1	-1.5508586	177414
Fam149b	-1.5509585	35327
Tjp3	-1.5516391	18060
Rbmx	-1.5516745	9506
Senp1	-1.5518011	52176
Rsad1	-1.551814	9457
1110004E09Rik	-1.5518181	9118
Ikbkb	-1.5518807	47377
Atp8b2	-1.5520425	24027
Thbs1	-1.5520484	15257
Rab34	-1.5521375	3763
Nagk	-1.5521693	8438
Ccng1	-1.5522504	6759
Pon2	-1.552529	34308
Col25a1	-1.5528165	418986
Ndrg3	-1.5530198	64711
Rrm2b	-1.5533336	37366
Pnp	-1.5533662	9110
B3galtl	-1.5534891	84369
1810010H24Rik	-1.5535792	2325
Paics	-1.5540286	16202
Ttc39b	-1.554102	103955
Styk1	-1.5542158	54453
Samm50	-1.5547385	22070
Mfsd10	-1.5548264	3570
0610040B10Rik	-1.5550834	3457
Rad21	-1.5553612	29155
Gulp1	-1.5554523	245322
Cebpg	-1.5556422	10081
Ercc8	-1.555652	36633
Hibch	-1.5557281	75973
Btbd9	-1.5558658	360925
Hnrnpk	-1.5560416	12201
Pla2g4a	-1.5564595	131672
Rsu1	-1.556742	194464
Gm11696	-1.5568664	8876
Rbm18	-1.5571731	20694
2210016F16Rik	-1.5573528	5179
6330403L08Rik	-1.5575333	5520
Smyd2	-1.5576416	41871
Kcnb1	-1.5579184	86777
Zfp532	-1.5581572	109204
3830408C21Rik	-1.5585898	1710
Brpf3	-1.5588214	37456
Cul9	-1.5589057	45783
Phf1	-1.5589328	4763
Gm4926	-1.559506	8490
Zfp605	-1.5596409	21645
Cxadr	-1.5598589	58289
Cdc25a	-1.5600524	18309
2810459M11Rik	-1.560525	9593
Emx1	-1.5606378	17024
Tll1	-1.5610973	191223
Tarsl2	-1.5614812	47193
Rnf113a1	-1.5617431	1217
Tug1	-1.562092	9018
Ptpn21	-1.5622305	60664
Nudt1	-1.5623928	6277
Enc1	-1.5625101	11934
0610037L13Rik	-1.5625345	9571
Ltbp4	-1.5627733	32556
Fam135b	-1.5628246	282160
Fndc5	-1.5628345	7594
Brd9	-1.5628476	23056
Pabpn1	-1.5628839	5669
Carm1	-1.5628903	42593
Bbip1	-1.5631113	15360
Prpf31	-1.563263	12501
Rab2a	-1.5632856	72134
Vps25	-1.5636001	5842
Wnt7b	-1.5636563	46382
Got2	-1.5639538	24413
Fam160a2	-1.5641582	21444
Fblim1	-1.5642812	30034
Mamdc2	-1.5642997	145713
Kcns3	-1.5647885	60640
Ampd2	-1.5655318	12589
Ipo4	-1.5655584	12495
2810468N07Rik	-1.5656676	4118
Fbf1	-1.566268	25881
Stmn4	-1.5663593	17384
Mppe1	-1.5665787	20300
1700019D03Rik	-1.5668426	40936
Fam172a	-1.5669451	457548
Cyfip2	-1.5670255	118495
Siah1a	-1.567216	22066
Chchd4	-1.5672779	9147
Sult4a1	-1.5675052	29657
Emp2	-1.5686321	32219
Tdrd3	-1.5688239	128925
Myo1c	-1.5692521	24128
Ngef	-1.5692605	97036
Slc35a2	-1.5697719	10451
Hbs1l	-1.570025	72910
Cdc25b	-1.5700587	11548
Stac	-1.5706055	128911
Rbbp9	-1.5707448	8604
Csmd1	-1.5707524	1643049
Apobec1	-1.5713068	24652
Pigc	-1.5715995	57920
Zfp3	-1.5716997	8719
Adss	-1.5722747	33549
Chd3	-1.5725255	26153
Serpinh1	-1.5725696	7855
Kbtbd11	-1.5726954	22305
Nkap	-1.57315	23951
Cc2d1a	-1.5731667	15108
Trpc3	-1.5732597	69685
Dram2	-1.5733716	27152
Idh1	-1.5737447	27863
Mettl9	-1.574054	42389
Snx9	-1.5749029	90600
Hip1r	-1.5750358	29583
Nme6	-1.5754497	10367
Ptpn3	-1.5756161	110996
Gna13	-1.5756816	38538
Acp6	-1.5757173	17797
Vars2	-1.5757395	11958
Epb4.1l1	-1.5760524	122305
Zfp385a	-1.5763077	26198
Keap1	-1.5764102	9602
Cyb5d2	-1.576465	18910
Cnpy4	-1.5766377	6433
Usp22	-1.5768766	23270
Hemk1	-1.5771254	10658
Txndc15	-1.5772023	11571
Reep3	-1.5774442	85349
Obsl1	-1.5774784	27142
Rbbp4	-1.577566	28270
Vangl2	-1.5780766	27484
Ccdc57	-1.5782473	106343
Glra2	-1.5785623	198376
Dync1i2	-1.5786842	51597
Khdrbs3	-1.5790029	165092
Grid1	-1.5790999	763554
9330159F19Rik	-1.5791361	19136
Pibf1	-1.5793291	155060
Fars2	-1.5797688	420181
Ttc32	-1.5799832	6397
Rufy1	-1.5809946	41839
Ier3ip1	-1.5817198	11588
Cdh8	-1.5818197	392000
Me3	-1.5818933	221967
Spin1	-1.5820282	51648
Derl2	-1.5821906	12677
Leng9	-1.5822269	1689
Hcrtr2	-1.5825309	97675
Anxa1	-1.5837023	17516
Macf1	-1.5839779	334727
Vrk3	-1.5841938	29102
Nup93	-1.5843745	100469
Tgfbr2	-1.58482	90968
Gdpd3	-1.585668	9229
Abr	-1.5856898	205580
Hs3st4	-1.5857168	416120
Zfyve9	-1.5859318	143332
Gm9840	-1.5861263	369
Ebf4	-1.586705	75312
Dfna5	-1.5869379	74493
Hectd3	-1.5871911	9960
Elavl1	-1.5874047	40318
2410131K14Rik	-1.5874497	20866
2510009E07Rik	-1.5875694	45620
Snapc3	-1.5875998	49952
Nphp1	-1.587621	48165
Decr2	-1.5880425	9118
Paqr7	-1.5882053	13538
Ptpre	-1.5884378	148470
Polr3b	-1.5887567	104740
Yes1	-1.5891515	75824
Arl2	-1.5894359	7032
Zfp41	-1.589479	8621
Pcdhb12	-1.5899053	3033
Zfp651	-1.58997	11709
Aard	-1.5901089	5614
Hdac11	-1.5902561	18027
Parl	-1.5904831	22567
Krcc1	-1.5909269	13599
Zfp354a	-1.590946	13542
Tceal3	-1.5910555	77536
Scn3b	-1.5912933	22402
Capn2	-1.5913869	50264
Atp8a1	-1.5916033	229292
Zeb1	-1.5916091	183607
Stag2	-1.5916365	127868
Lrrn3	-1.5921216	34078
Tbce	-1.592142	41689
Ccdc82	-1.5922408	45370
Def6	-1.5922581	20830
Pkd2	-1.5923395	46369
Cald1	-1.5929314	176973
1110057K04Rik	-1.5935136	77651
Trim23	-1.5935385	24575
Stox2	-1.5936145	172300
Uap1	-1.5937312	33019
Bola3	-1.593782	10989
Cdc123	-1.5939866	50870
Klrg1	-1.5941335	12286
Nmt1	-1.5943116	40722
Eda2r	-1.5945697	43376
Metrnl	-1.5947428	14762
Lhfp	-1.5948871	220151
Cyp1b1	-1.5952094	8167
Atpaf1	-1.595239	34016
Dagla	-1.5955303	59612
Zfp74	-1.5956461	23274
Filip1	-1.5960197	162753
Pigk	-1.59615	266308
Tox2	-1.5961537	121045
Ergic1	-1.5961685	95442
S100pbp	-1.5964285	41722
Bbs1	-1.5970249	19729
Anapc2	-1.5974444	13437
Armcx3	-1.5975904	4860
Gm9954	-1.5975919	314
Aox4	-1.5976323	58200
Samd1	-1.598095	2714
Mrps36	-1.5981774	8704
Snapin	-1.5983146	3007
4930426D05Rik	-1.5983808	4657
Tnpo1	-1.5992413	87365
Aspscr1	-1.599378	36474
Manba	-1.6000699	85793
St6galnac6	-1.6002995	21097
Snx6	-1.600382	49354
Ubxn1	-1.6010774	4104
Serbp1	-1.601116	22323
Gabrd	-1.6012344	13132
Atxn7l3	-1.6013556	7331
Pcdh15	-1.6013869	1550385
Epha7	-1.6014322	154368
Stk24	-1.6014332	92991
Parp12	-1.6017054	31939
Phldb2	-1.6017611	207365
Capn3	-1.6022043	48894
Prex1	-1.6025522	147490
Atxn1l	-1.6027492	11288
Gm715	-1.6028872	830
Rgs20	-1.6029053	160709
Fam124a	-1.6029162	52749
Kdm6b	-1.6031543	15167
Aars	-1.6034861	24520
Rad18	-1.6035964	76836
Zfp14	-1.6036776	6681
Slc35b1	-1.6038232	7084
Zfp27	-1.6038251	13239
Pkdcc	-1.6040782	9787
Sec14l3	-1.6040806	12895
Cul1	-1.6041727	72741
Rprml	-1.6043587	1071
Rab3c	-1.6049738	226714
Pdgfrb	-1.6052519	39911
Acot2	-1.6052974	6012
Pds5b	-1.6053318	136951
Mrrf	-1.6055822	54258
4933400F03Rik	-1.6062806	2156
Phf3	-1.6065562	71352
C1qbp	-1.6067909	5190
Suv420h1	-1.6069219	50882
Tm7sf3	-1.607263	40472
Dnajc7	-1.6073649	37350
Hsd17b10	-1.6075914	2597
D4Wsu53e	-1.6076822	4079
Smap1	-1.6078461	77471
Rab8a	-1.6078789	22704
Plxnb1	-1.6081662	24475
St7	-1.6081676	250092
Rbm20	-1.6083019	189774
Prep	-1.6085138	91791
Agbl3	-1.609176	79027
Plekha7	-1.609542	184882
Clns1a	-1.6096162	22245
Dync1i1	-1.6097736	302400
Rdh13	-1.61006	20879
Actr3	-1.6100833	42584
Kcns1	-1.6101903	7494
Trim9	-1.610254	103075
Stau2	-1.6111444	291438
Mks1	-1.6112808	10588
Itih5	-1.6114058	102958
Erbb2ip	-1.6114584	101727
Synj2	-1.6117738	103010
Tppp3	-1.6118505	4033
Dpp9	-1.6122991	32207
Wdr92	-1.6123974	53093
Naa15	-1.6124346	59969
Ryr3	-1.6124855	585741
Pold3	-1.6125547	39454
Lzic	-1.6127717	11439
Fpgt	-1.612812	8457
Taok1	-1.613776	78653
Crhr1	-1.6138471	42668
Dedd	-1.6143141	13186
Pabpc4	-1.6143705	36574
Trem3	-1.6143969	11263
Adamts10	-1.6150107	29578
Rasgef1a	-1.6153882	80172
1200011I18Rik	-1.6155237	24583
Lmnb1	-1.6159238	45611
D17H6S56E-5	-1.6161407	4928
Rbms1	-1.6163833	213011
Adamts8	-1.6167009	21276
Prkag2	-1.6169361	237898
Pla2g7	-1.6183144	44103
Dbp	-1.6183398	5067
Tacc2	-1.6185292	187300
Mrpl27	-1.6185766	6322
Neurl4	-1.6186544	12748
Fam129c	-1.61869	10288
Cthrc1	-1.6187696	10189
Hltf	-1.6191467	60565
Hnrnpa1	-1.6194192	3500
Slc7a1	-1.6195612	72494
2010300C02Rik	-1.6206764	108408
Tmed10	-1.6207558	34103
Gm15867	-1.6209311	1538
Slc27a3	-1.6214504	4699
Fkbp2	-1.6223583	2699
Wwp2	-1.6225543	122196
4632415L05Rik	-1.6230721	1076
Lrrc8c	-1.6231736	93630
Cckbr	-1.6232556	45081
Slc1a2	-1.6233017	132125
Hivep1	-1.62393	133005
Shcbp1	-1.6241508	43554
AI504432	-1.6241935	11648
Thap2	-1.624825	14469
Scp2	-1.624905	101159
Gm11787	-1.6249387	19537
Smad3	-1.6251416	111227
Prcp	-1.6255906	59320
Psme2	-1.6258414	3672
Urm1	-1.6266289	24927
Mansc1	-1.6266458	23278
Phlda3	-1.62675	3017
Kirrel3	-1.6271504	550590
Hrsp12	-1.6272153	11234
Dimt1	-1.6273543	13095
Gng13	-1.6279236	2235
Lias	-1.6280655	19196
Ears2	-1.6280887	30050
Ramp1	-1.6282543	45374
Dennd4c	-1.6288708	102048
Crebbp	-1.6289647	129356
Ckap4	-1.6297919	7731
